Title,Link,Published,Published_utc,Predicted_Risks_Upd,Recency_Upd,Acceleration_value_Upd,Source_Accuracy_Upd,Impact_Score_Upd,Location_Upd,Industry_Risk_Upd,Frequency_Score_Upd,Change reason,Changed_at,Reviewed,Reviewed_at,Unnamed: 0,story_id,canonical_title,summary,article_count,avg_risk_score,avg_frequency,avg_recency,avg_acceleration,avg_source_accuracy,avg_impact_score,avg_industry_risk,avg_location,risk_label,last_seen,item_type,Content,Source,Entities,Topic,Probability,Predicted_Risks,Location,pred_source,Predicted_Risks_new,Pred_LR_label,Pred_cos_label_all,Pred_cos_score_all,University Label,Pred_LR_margin,chosen_label_sim,best_alt_sim,semantic_margin,Week,Days_Ago,_RiskList,Risk_item,Source_Accuracy,Frequency_Score,Industry_Risk_Presence,_tulane_flag,Industry_Risk_Peer,Industry_Risk,Impact_Score,Article_Freshness,Recency,Acceleration_value,Risk_Score,Weights,Summary,Keyword,Text,ArticleID,Source_bias,Published_raw,Time_Window,Acceleration,Detected_Risks,ArticleID.19,ArticleID.18,ArticleID.17,ArticleID.16,ArticleID.15,ArticleID.14,ArticleID.13,ArticleID.12,ArticleID.11,ArticleID.10,ArticleID.9,ArticleID.8,ArticleID.7,ArticleID.6,ArticleID.5,ArticleID.4,ArticleID.3,ArticleID.2,ArticleID.1,article_freshness,Recency_TR_Blended,Sentiment Score,Detected_HigherEd_Categories,Predicted_Risk_Single,StreamlitCosine,Assigned_how,last_seen_days,decayed_volume,recency_score_tr_tr,Keywords,is_tulane_specific,is_local_relevance,is_urgent_weather,is_major_policy,is_major_incident,immediate_alert_score,immediate_alert_override,is_immediate_alert,immediate_alert_priority,immediate_alert_reason,classification_disagreement,average_risk_score,average_recency,articles,canonical_source,story_articles_count,Window,Cluster,Event_Label,Event_Severity,Embeddings,Manual_Cross_List,Manual_Risk_Confidence,Manual_Risk_Reason,Cross_List_Source_Risk,Link_norm,dedupe_key,Risk_Normalized,Topic_name,Risk_Score_y,Content_trunc,Story_Recency_Score,Story_Recency
Colby College Just Received the Largest Donation in the School's History,https://koolam.com/ixp/488/p/colby-college-massive-donation-maine/,2025-09-13 05:32:00,,['Academic Disruption'],5.0,3.0,4.0,3.9,1.0,4.0,3.0,"The article describes a transformative donation that will significantly enhance Colby's research capabilities and faculty recruitment in strategic areas, potentially affecting the competitive landscape for peer institutions.",2025-09-14 07:10:19+00:00,1,2025-09-14 07:10:19.400118+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colby College Just Received the Largest Donation in the School's History,https://koolam.com/ixp/488/p/colby-college-massive-donation-maine/,2025-09-13 05:32:00,,['Academic Disruption'],5.0,3.0,4.0,3.9,1.0,4.0,3.0,"The article describes a transformative donation that will significantly enhance Colby's research capabilities and faculty recruitment in strategic areas, potentially affecting the competitive landscape for peer institutions.
While the donation itself is significant, it represents an ongoing trend of major philanthropic gifts to higher education rather than a sudden acceleration that would immediately impact Tulane.",2025-09-14 07:10:32+00:00,1,2025-09-14 07:10:32.505420+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colby College Just Received the Largest Donation in the School's History,https://koolam.com/ixp/488/p/colby-college-massive-donation-maine/,2025-09-13 05:32:00,,['Research Funding Disruption'],5.0,3.0,4.0,3.9,1.0,4.0,3.0,"The article describes a transformative donation that will significantly enhance Colby's research capabilities and faculty recruitment in strategic areas, potentially affecting the competitive landscape for peer institutions.
While the donation itself is significant, it represents an ongoing trend of major philanthropic gifts to higher education rather than a sudden acceleration that would immediately impact Tulane.",2025-09-14 07:10:57+00:00,1,2025-09-14 07:10:57.075815+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colby College Just Received the Largest Donation in the School's History,https://koolam.com/ixp/488/p/colby-college-massive-donation-maine/,2025-09-13 05:32:00,,,,,,,,,,,2025-09-14 07:11:17.755346+00:00,1,2025-09-14 07:11:17.755330+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Student stabbed inside metro station, dies - The Statesman",https://www.thestatesman.com/bengal/student-stabbed-inside-metro-station-dies-1503485563.html,2025-09-13 05:32:00,,['Violence or Threats'],4.0,2.0,3.0,2.45,1.0,2.0,2.0,"While violence involving students is relevant to higher education broadly, this specific incident at a metro station in India has limited direct relevance to Tulane's operations.
 This incident occurred in India, not New Orleans, and while concerning, does not directly impact Tulane's operations or represent an immediate threat to campus.",2025-09-14 07:45:10+00:00,1,2025-09-14 07:45:10.486283+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Student stabbed inside metro station, dies - The Statesman",https://www.thestatesman.com/bengal/student-stabbed-inside-metro-station-dies-1503485563.html,2025-09-13 05:32:00,,,,,,,,,,,2025-09-14 07:45:30.453657+00:00,1,2025-09-14 07:45:30.453629+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"An attempt to link past ice ages to CO2, rather than orbital cycles",https://wattsupwiththat.com/2015/03/20/an-attempt-to-link-past-ice-ages-to-co2-rather-than-orbital-cycles/,2025-09-13 05:32:00,,['No Risk'],1.0,0.0,1.0,1.0,1.0,1.0,1.0,"The article was published on March 20, 2015, which is over 10 years old, making it significantly outdated for current risk assessment purposes.
This historical climate science discussion about ice age causes has minimal direct impact on Tulane's operations or existence",2025-09-14 07:47:51+00:00,1,2025-09-14 07:47:51.985775+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"An attempt to link past ice ages to CO2, rather than orbital cycles",https://wattsupwiththat.com/2015/03/20/an-attempt-to-link-past-ice-ages-to-co2-rather-than-orbital-cycles/,2025-09-13 05:32:00,,['No Risk'],1.0,0.0,1.0,1.0,1.0,1.0,1.0,"The article was published on March 20, 2015, which is over 10 years old, making it significantly outdated for current risk assessment purposes.
This historical climate science discussion about ice age causes has minimal direct impact on Tulane's operations or existence",2025-09-14 07:47:57+00:00,1,2025-09-14 07:47:57.296543+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In honour of giving,https://www.brandonsun.com/local/2025/09/12/in-honour-of-giving,2025-09-13 05:32:00,,['No Risk'],5.0,1.0,4.0,1.0,2.0,2.0,5.0,This philanthropic donation to another university's research program does not represent a threat to Tulane's operations or reputation.,2025-09-14 07:52:16+00:00,1,2025-09-14 07:52:16.407318+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In honour of giving,https://www.brandonsun.com/local/2025/09/12/in-honour-of-giving,2025-09-13 05:32:00,,['No Risk'],5.0,1.0,4.0,1.0,2.0,2.0,5.0,This philanthropic donation to another university's research program does not represent a threat to Tulane's operations or reputation.,2025-09-14 07:52:17+00:00,1,2025-09-14 07:52:17.114619+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In honour of giving,https://www.brandonsun.com/local/2025/09/12/in-honour-of-giving,2025-09-13 05:32:00,,['No Risk'],5.0,1.0,4.0,1.0,2.0,2.0,5.0,This philanthropic donation to another university's research program does not represent a threat to Tulane's operations or reputation.,2025-09-14 07:53:18+00:00,1,2025-09-14 07:53:18.064015+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In honour of giving,https://www.brandonsun.com/local/2025/09/12/in-honour-of-giving,2025-09-13 05:32:00,,['No Risk'],5.0,1.0,4.0,1.0,2.0,2.0,5.0,This philanthropic donation to another university's research program does not represent a threat to Tulane's operations or reputation.,2025-09-14 07:53:18+00:00,1,2025-09-14 07:53:18.718336+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coding meets music in Thomas County classrooms,https://www.wtxl.com/thomasville/coding-meets-music-in-thomas-county-classrooms,2025-09-13 05:32:00,,['No Risk'],4.0,2.0,4.0,1.0,1.0,3.0,2.0,"This innovative educational approach represents a moderate opportunity rather than a threat, with potential implications for curriculum development at Tulane.
The integration of coding education through creative approaches is becoming more common across educational institutions, representing a moderate industry trend.",2025-09-14 07:58:55+00:00,1,2025-09-14 07:58:55.419455+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coding meets music in Thomas County classrooms,https://www.wtxl.com/thomasville/coding-meets-music-in-thomas-county-classrooms,2025-09-13 05:32:00,,,,,,,,,,,2025-09-14 07:59:01.460289+00:00,1,2025-09-14 07:59:01.460267+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In honour of giving,https://www.brandonsun.com/local/2025/09/12/in-honour-of-giving,2025-09-13 05:32:00,,['No Risk'],5.0,1.0,4.0,1.0,2.0,2.0,5.0,This philanthropic donation to another university's research program does not represent a threat to Tulane's operations or reputation.,2025-09-14 07:59:12+00:00,1,2025-09-14 07:59:12.489870+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jadavpur University student found dead inside campus, probe on - The Statesman",https://www.thestatesman.com/bengal/jadavpur-university-student-found-dead-inside-campus-probe-on-1503485557.html,2025-09-13 05:32:00,,['Violence or Threats'],4.0,3.0,4.0,4.0,2.0,5.0,3.0,"Student deaths on campus represent a severe risk that can significantly impact university operations, reputation, and community trust, requiring immediate and comprehensive response.
Student safety incidents with fatalities have significant impacts across higher education, affecting institutional policies, security measures, and stakeholder trust.",2025-09-14 08:01:24+00:00,1,2025-09-14 08:01:24.314103+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California invests $9.5 million to launch Space Vandenberg on the Central Coast,https://www.ksby.com/santa-maria/california-invests-9-5-million-to-launch-space-vandenberg-on-the-central-coast,2025-09-13 05:32:00,,['Research Funding Disruption'],4.0,3.0,4.0,3.0,1.0,3.0,2.0,"The significant investment in space industry education and research represents a moderate competitive challenge for universities like Tulane that may compete for research funding, talent, and students in STEM fields.
The strategic investment in space industry education and research represents a moderate industry trend that could affect how universities position their STEM programs.",2025-09-14 08:03:47+00:00,1,2025-09-14 08:03:47.046324+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Kirk's widow vows husband's mission will continue,https://www.nbcnews.com/video/charlie-kirk-s-widow-vows-husband-s-mission-will-continue-247535685993,2025-09-13 22:49:17,,['Controversial Public Incident'],5.0,5.0,4.0,3.0,3.0,5.0,4.0,"The assassination of a political speaker on a university campus has substantial impacts across higher education, with immediate implications for campus security, event policies, and political discourse.
The assassination of a high-profile political figure at a university campus and the announcement that his campus tour will continue represents an immediate escalation that could significantly impact Tulane within 15 days.",2025-09-14 17:59:49+00:00,1,2025-09-14 17:59:49.323408+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Kirk's widow vows husband's mission will continue,https://www.nbcnews.com/video/charlie-kirk-s-widow-vows-husband-s-mission-will-continue-247535685993,2025-09-13 22:49:17,,,,,,,,,,,2025-09-14 18:00:26.083699+00:00,1,2025-09-14 18:00:26.083683+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waves of fake threats to colleges put students on edge,https://www.canberratimes.com.au/story/9065352/waves-of-fake-threats-to-colleges-put-students-on-edge/,2025-09-13 05:32:00,,['Violence or Threats'],5.0,5.0,4.0,4.0,3.0,5.0,4.0,"With around 50 college campuses already affected and the article specifically noting that historically Black colleges were targeted on Thursday, this represents substantial impacts across higher education.
With around 50 college campuses affected in recent weeks and the FBI investigating an increasing trend, this represents an immediate threat that could impact Tulane within 15 days.",2025-09-14 18:02:48+00:00,1,2025-09-14 18:02:48.381868+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waves of fake threats to colleges put students on edge,https://www.canberratimes.com.au/story/9065352/waves-of-fake-threats-to-colleges-put-students-on-edge/,2025-09-13 05:32:00,,,,,,,,,,,2025-09-14 18:03:09.714214+00:00,1,2025-09-14 18:03:09.714194+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waves of fake threats to colleges put students on edge,https://www.canberratimes.com.au/story/9065352/waves-of-fake-threats-to-colleges-put-students-on-edge/,2025-09-13 05:32:00,,['Violence or Threats'],5.0,5.0,4.0,4.0,3.0,5.0,4.0,"With around 50 college campuses already affected and the article specifically noting that historically Black colleges were targeted on Thursday, this represents substantial impacts across higher education.
With around 50 college campuses affected in recent weeks and the FBI investigating an increasing trend, this represents an immediate threat that could impact Tulane within 15 days.",2025-09-14 18:03:17+00:00,1,2025-09-14 18:03:17.584767+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waves of fake threats to colleges put students on edge,https://www.canberratimes.com.au/story/9065352/waves-of-fake-threats-to-colleges-put-students-on-edge/,2025-09-13 05:32:00,,,,,,,,,,,2025-09-14 18:03:32.846324+00:00,1,2025-09-14 18:03:32.846299+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dick Morris to Newsmax: Conspiracy to Harm Our Values Behind Kirk Killing,https://www.wcoapensacola.com/2025/09/12/dick-morris-to-newsmax-conspiracy-to-harm-our-values-behind-kirk-killing/,2025-09-13 05:32:00,,,,,,,,,,,2025-09-14 18:04:12.759740+00:00,1,2025-09-14 18:04:12.759715+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hundreds attend Charlie Kirk vigil in London as speakers call for ‘war on evil’,https://www.irvinetimes.com/news/national/25464290.hundreds-attend-charlie-kirk-vigil-london-speakers-call-war-evil/,2025-09-13 05:32:00,,['Controversial Public Incident'],5.0,5.0,4.0,3.0,3.0,5.0,4.0,"The increasingly militant rhetoric following Kirk's assassination represents a severe risk that could significantly impact campus safety, political discourse, and university operations.
The escalating rhetoric calling for ""war on evil"" and stating ""war has now been declared"" represents an immediate escalation that could significantly impact Tulane within 15 days.",2025-09-14 18:05:54+00:00,1,2025-09-14 18:05:54.423296+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hundreds attend Charlie Kirk vigil in London as speakers call for ‘war on evil’,https://www.irvinetimes.com/news/national/25464290.hundreds-attend-charlie-kirk-vigil-london-speakers-call-war-evil/,2025-09-13 05:32:00,,,,,,,,,,,2025-09-14 18:06:01.788415+00:00,1,2025-09-14 18:06:01.788395+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Kirk’s fans and friends hope for change after killing,https://abc17news.com/news/national-world/cnn-national/2025/09/12/charlie-kirks-fans-and-friends-hope-for-change-after-killing/,2025-09-13 05:32:00,,['Violence or Threats'],5.0,5.0,4.0,2.0,3.0,5.0,5.0,The assassination of a political figure at a university campus and the continuation of potentially controversial campus tours represents a severe risk that could significantly disrupt university operations and campus safety.,2025-09-14 18:38:52+00:00,1,2025-09-14 18:38:52.244274+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Kirk’s fans and friends hope for change after killing,https://abc17news.com/news/national-world/cnn-national/2025/09/12/charlie-kirks-fans-and-friends-hope-for-change-after-killing/,2025-09-13 05:32:00,,,,,,,,,,,2025-09-14 18:39:02.592964+00:00,1,2025-09-14 18:39:02.592944+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Army ROTC shifting its footprint to the South and Southwest,https://www.armytimes.com/news/your-army/2024/03/26/army-rotc-shifting-its-footprint-to-the-south-and-southwest/,2025-09-13 05:32:00,,['Enrollment Pressure'],0.0,3.0,4.0,1.0,4.0,3.0,3.0,"This shift will affect multiple universities across regions, with moderate impacts on higher education institutions that host ROTC programs.
The article is dated March 26, 2024, which is approximately 6 months old, placing it within the last quarter but not within the last month.
",2025-09-14 18:43:49+00:00,1,2025-09-14 18:43:49.123455+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Army ROTC shifting its footprint to the South and Southwest,https://www.armytimes.com/news/your-army/2024/03/26/army-rotc-shifting-its-footprint-to-the-south-and-southwest/,2025-09-13 05:32:00,,['No Risk'],0.0,3.0,4.0,1.0,4.0,3.0,3.0,"This shift will affect multiple universities across regions, with moderate impacts on higher education institutions that host ROTC programs.
The article is dated March 26, 2024, which is approximately 6 months old, placing it within the last quarter but not within the last month.
",2025-09-14 18:44:01+00:00,1,2025-09-14 18:44:01.604891+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Army ROTC shifting its footprint to the South and Southwest,https://www.armytimes.com/news/your-army/2024/03/26/army-rotc-shifting-its-footprint-to-the-south-and-southwest/,2025-09-13 05:32:00,,,,,,,,,,,2025-09-14 18:44:09.181458+00:00,1,2025-09-14 18:44:09.181436+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Army ROTC shifting its footprint to the South and Southwest,https://www.armytimes.com/news/your-army/2024/03/26/army-rotc-shifting-its-footprint-to-the-south-and-southwest/,2025-09-13 05:32:00,,['No Risk'],0.0,3.0,4.0,1.0,4.0,3.0,3.0,"This shift will affect multiple universities across regions, with moderate impacts on higher education institutions that host ROTC programs.
The article is dated March 26, 2024, which is approximately 6 months old, placing it within the last quarter but not within the last month.
",2025-09-14 18:44:14+00:00,1,2025-09-14 18:44:14.950867+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Army ROTC shifting its footprint to the South and Southwest,https://www.armytimes.com/news/your-army/2024/03/26/army-rotc-shifting-its-footprint-to-the-south-and-southwest/,2025-09-13 05:32:00,,,,,,,,,,,2025-09-14 18:44:22.163842+00:00,1,2025-09-14 18:44:22.163820+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community responds to FSU player shooting with push to end youth gun violence,https://www.wtxl.com/havana/community-responds-to-fsu-player-shooting-with-push-to-end-youth-gun-violence,2025-09-13 05:32:00,,['No Risk'],5.0,4.0,4.0,4.0,3.0,4.0,3.0,"The shooting of a college athlete in a case of mistaken identity represents a severe risk that could significantly impact student-athlete safety, recruitment, and university operations if similar incidents occurred near Tulane.
Violence targeting college athletes (even by mistake) represents a moderate to high industry risk that affects multiple institutions and athletic programs.",2025-09-14 18:46:47+00:00,1,2025-09-14 18:46:47.268809+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community responds to FSU player shooting with push to end youth gun violence,https://www.wtxl.com/havana/community-responds-to-fsu-player-shooting-with-push-to-end-youth-gun-violence,2025-09-13 05:32:00,,['Violence or Threats'],5.0,4.0,4.0,4.0,3.0,4.0,3.0,"The shooting of a college athlete in a case of mistaken identity represents a severe risk that could significantly impact student-athlete safety, recruitment, and university operations if similar incidents occurred near Tulane.
Violence targeting college athletes (even by mistake) represents a moderate to high industry risk that affects multiple institutions and athletic programs.",2025-09-14 18:47:23+00:00,1,2025-09-14 18:47:23.779880+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community responds to FSU player shooting with push to end youth gun violence,https://www.wtxl.com/havana/community-responds-to-fsu-player-shooting-with-push-to-end-youth-gun-violence,2025-09-13 05:32:00,,,,,,,,,,,2025-09-14 18:47:40.757578+00:00,1,2025-09-14 18:47:40.757558+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community responds to FSU player shooting with push to end youth gun violence,https://www.wtxl.com/havana/community-responds-to-fsu-player-shooting-with-push-to-end-youth-gun-violence,2025-09-13 05:32:00,,['Violence or Threats'],5.0,4.0,4.0,4.0,3.0,4.0,3.0,"The shooting of a college athlete in a case of mistaken identity represents a severe risk that could significantly impact student-athlete safety, recruitment, and university operations if similar incidents occurred near Tulane.
Violence targeting college athletes (even by mistake) represents a moderate to high industry risk that affects multiple institutions and athletic programs.",2025-09-14 18:47:56+00:00,1,2025-09-14 18:47:56.514228+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community responds to FSU player shooting with push to end youth gun violence,https://www.wtxl.com/havana/community-responds-to-fsu-player-shooting-with-push-to-end-youth-gun-violence,2025-09-13 05:32:00,,,,,,,,,,,2025-09-14 18:48:19.112001+00:00,1,2025-09-14 18:48:19.111954+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community responds to FSU player shooting with push to end youth gun violence,https://www.wtxl.com/havana/community-responds-to-fsu-player-shooting-with-push-to-end-youth-gun-violence,2025-09-13 05:32:00,,['Violence or Threats'],5.0,4.0,4.0,4.0,3.0,4.0,3.0,"The shooting of a college athlete in a case of mistaken identity represents a severe risk that could significantly impact student-athlete safety, recruitment, and university operations if similar incidents occurred near Tulane.
Violence targeting college athletes (even by mistake) represents a moderate to high industry risk that affects multiple institutions and athletic programs.",2025-09-14 18:48:27+00:00,1,2025-09-14 18:48:27.459409+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community responds to FSU player shooting with push to end youth gun violence,https://www.wtxl.com/havana/community-responds-to-fsu-player-shooting-with-push-to-end-youth-gun-violence,2025-09-13 05:32:00,,,,,,,,,,,2025-09-14 18:48:37.392991+00:00,1,2025-09-14 18:48:37.392948+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
